textId,sourceType,studentId,text,signalType,confidence,severity,requiresReview
TXT-011699,mood_checkin,STU-2026-0338,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.917,low,False
TXT-011700,mood_checkin,STU-2026-0338,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.839,low,False
TXT-011701,mood_checkin,STU-2026-0339,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.843,low,False
TXT-011702,mood_checkin,STU-2026-0339,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.805,low,False
TXT-011703,mood_checkin,STU-2026-0339,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.856,low,False
TXT-011704,mood_checkin,STU-2026-0339,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.831,low,False
TXT-011705,mood_checkin,STU-2026-0339,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.813,low,False
TXT-011706,mood_checkin,STU-2026-0339,Regular school day. Completed notes in English and started the math homework.,neutral,0.707,low,False
TXT-011707,mood_checkin,STU-2026-0339,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.764,low,False
TXT-011708,mood_checkin,STU-2026-0339,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.827,low,False
TXT-011709,mood_checkin,STU-2026-0339,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.95,low,False
TXT-011710,mood_checkin,STU-2026-0339,Scored well on the math quiz! Hard work is finally paying off.,positive,0.81,low,False
TXT-011711,mood_checkin,STU-2026-0339,"Standard school day, revised chapter 4 during the study break.",neutral,0.795,low,False
TXT-011712,mood_checkin,STU-2026-0339,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.898,medium,False
TXT-011713,mood_checkin,STU-2026-0339,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.881,low,False
TXT-011714,mood_checkin,STU-2026-0339,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.861,low,False
TXT-011715,mood_checkin,STU-2026-0339,Scored well on the math quiz! Hard work is finally paying off.,positive,0.852,low,False
TXT-011716,mood_checkin,STU-2026-0339,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.716,low,False
TXT-011717,mood_checkin,STU-2026-0339,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.744,low,False
TXT-011718,mood_checkin,STU-2026-0339,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.713,low,False
TXT-011719,mood_checkin,STU-2026-0339,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.755,low,False
TXT-011720,mood_checkin,STU-2026-0339,"Standard school day, revised chapter 4 during the study break.",neutral,0.81,low,False
TXT-011721,mood_checkin,STU-2026-0339,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.905,low,False
TXT-011722,mood_checkin,STU-2026-0339,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.724,low,False
TXT-011723,mood_checkin,STU-2026-0339,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.783,low,False
TXT-011724,mood_checkin,STU-2026-0339,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.815,low,False
TXT-011725,mood_checkin,STU-2026-0339,Regular school day. Completed notes in English and started the math homework.,neutral,0.839,low,False
TXT-011726,mood_checkin,STU-2026-0340,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.913,medium,False
TXT-011727,mood_checkin,STU-2026-0340,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.706,low,False
TXT-011728,mood_checkin,STU-2026-0340,Regular school day. Completed notes in English and started the math homework.,neutral,0.709,low,False
TXT-011729,mood_checkin,STU-2026-0340,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.853,medium,False
TXT-011730,mood_checkin,STU-2026-0340,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.817,medium,False
TXT-011731,mood_checkin,STU-2026-0340,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.863,low,False
TXT-011732,mood_checkin,STU-2026-0340,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.835,medium,0
TXT-011733,mood_checkin,STU-2026-0340,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.824,medium,False
TXT-011734,mood_checkin,STU-2026-0340,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.78,low,False
TXT-011735,mood_checkin,STU-2026-0340,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.838,low,False
TXT-011736,mood_checkin,STU-2026-0340,Scored well on the math quiz! Hard work is finally paying off.,positive,0.842,low,False
TXT-011737,mood_checkin,STU-2026-0340,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.789,low,False
TXT-011738,mood_checkin,STU-2026-0340,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.819,low,False
TXT-011739,mood_checkin,STU-2026-0340,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.822,low,False
TXT-011740,mood_checkin,STU-2026-0340,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.807,medium,0
TXT-011741,mood_checkin,STU-2026-0340,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.798,medium,False
TXT-011742,mood_checkin,STU-2026-0340,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.78,low,False
TXT-011743,mood_checkin,STU-2026-0340,They threatened to beat me up after school near the back gate if I tell the teacher.,aggression,0.797,high,True
TXT-011744,mood_checkin,STU-2026-0340,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.939,low,False
TXT-011745,mood_checkin,STU-2026-0340,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.765,low,False
TXT-011746,mood_checkin,STU-2026-0340,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.88,medium,False
TXT-011747,mood_checkin,STU-2026-0340,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.814,medium,False
TXT-011748,mood_checkin,STU-2026-0340,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.732,low,False
TXT-011749,mood_checkin,STU-2026-0340,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.736,low,False
TXT-011750,mood_checkin,STU-2026-0340,Regular school day. Completed notes in English and started the math homework.,neutral,0.77,low,False
TXT-011751,mood_checkin,STU-2026-0340,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.834,low,False
TXT-011752,mood_checkin,STU-2026-0340,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.88,low,False
TXT-011753,mood_checkin,STU-2026-0340,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.856,low,False
TXT-011754,mood_checkin,STU-2026-0340,"Aggressive confrontation in the hallway, someone kicked my backpack into the trash.",aggression,0.809,high,True
TXT-011755,mood_checkin,STU-2026-0340,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.74,low,False
TXT-011756,mood_checkin,STU-2026-0340,Regular school day. Completed notes in English and started the math homework.,neutral,0.854,low,False
TXT-011757,mood_checkin,STU-2026-0340,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.756,medium,0
TXT-011758,mood_checkin,STU-2026-0340,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.854,medium,0
TXT-011759,mood_checkin,STU-2026-0341,Regular school day. Completed notes in English and started the math homework.,neutral,0.832,low,False
TXT-011760,mood_checkin,STU-2026-0341,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.886,medium,False
TXT-011761,mood_checkin,STU-2026-0341,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.869,medium,False
TXT-011762,mood_checkin,STU-2026-0341,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.78,low,False
TXT-011763,mood_checkin,STU-2026-0341,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.759,medium,0
TXT-011764,mood_checkin,STU-2026-0341,They threatened to beat me up after school near the back gate if I tell the teacher.,aggression,0.859,high,True
TXT-011765,mood_checkin,STU-2026-0341,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.816,medium,0
TXT-011766,mood_checkin,STU-2026-0341,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.816,medium,False
TXT-011767,mood_checkin,STU-2026-0341,They made a class group chat without me and were making inside jokes about me today.,isolation,0.87,medium,0
TXT-011768,mood_checkin,STU-2026-0341,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.777,low,False
TXT-011769,mood_checkin,STU-2026-0341,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.833,medium,False
TXT-011770,mood_checkin,STU-2026-0341,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.894,medium,False
TXT-011771,mood_checkin,STU-2026-0341,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.726,low,False
TXT-011772,mood_checkin,STU-2026-0341,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.757,medium,False
TXT-011773,mood_checkin,STU-2026-0341,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.72,low,False
TXT-011774,mood_checkin,STU-2026-0341,They threatened to beat me up after school near the back gate if I tell the teacher.,aggression,0.754,high,True
TXT-011775,mood_checkin,STU-2026-0341,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.867,medium,False
TXT-011776,mood_checkin,STU-2026-0341,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.789,medium,0
TXT-011777,mood_checkin,STU-2026-0341,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.78,low,False
TXT-011778,mood_checkin,STU-2026-0341,Regular school day. Completed notes in English and started the math homework.,neutral,0.717,low,False
TXT-011779,mood_checkin,STU-2026-0341,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.847,medium,0
TXT-011780,mood_checkin,STU-2026-0341,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.823,low,False
TXT-011781,mood_checkin,STU-2026-0341,Two seniors were trying to pick a fight with me outside the gymnasium.,aggression,0.911,high,True
TXT-011782,mood_checkin,STU-2026-0341,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.723,low,False
TXT-011783,mood_checkin,STU-2026-0341,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.796,medium,False
TXT-011784,mood_checkin,STU-2026-0341,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.85,high,True
TXT-011785,mood_checkin,STU-2026-0341,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.83,low,False
TXT-011786,mood_checkin,STU-2026-0341,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.802,medium,False
TXT-011787,mood_checkin,STU-2026-0341,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.909,medium,0
TXT-011788,mood_checkin,STU-2026-0341,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.813,medium,False
TXT-011789,mood_checkin,STU-2026-0341,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.92,medium,False
TXT-011790,mood_checkin,STU-2026-0341,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.778,medium,False
TXT-011791,mood_checkin,STU-2026-0341,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.87,medium,False
TXT-011792,mood_checkin,STU-2026-0341,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.902,medium,0
TXT-011793,mood_checkin,STU-2026-0341,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.845,medium,0
TXT-011794,mood_checkin,STU-2026-0341,I was shoved down near the bleachers during recess and threatened not to report it.,aggression,0.913,high,True
TXT-011795,mood_checkin,STU-2026-0341,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.864,low,False
TXT-011796,mood_checkin,STU-2026-0341,They keep hiding my school bag and mocking my accent during lunch break.,bullying_indicator,0.976,high,True
TXT-011797,mood_checkin,STU-2026-0341,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.783,medium,0
TXT-011798,mood_checkin,STU-2026-0341,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.828,medium,False
TXT-011799,mood_checkin,STU-2026-0341,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.801,medium,False
TXT-011800,mood_checkin,STU-2026-0341,They threatened to beat me up after school near the back gate if I tell the teacher.,aggression,0.754,high,True
TXT-011801,mood_checkin,STU-2026-0341,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.85,low,False
TXT-011802,mood_checkin,STU-2026-0341,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.89,medium,False
TXT-011803,mood_checkin,STU-2026-0341,He threw his heavy notebook straight at my face when the teacher stepped out.,aggression,0.801,high,True
TXT-011804,mood_checkin,STU-2026-0341,They threatened to beat me up after school near the back gate if I tell the teacher.,aggression,0.878,high,True
TXT-011805,mood_checkin,STU-2026-0341,Two seniors were trying to pick a fight with me outside the gymnasium.,aggression,0.85,high,True
TXT-011806,mood_checkin,STU-2026-0341,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.708,low,False
TXT-011807,mood_checkin,STU-2026-0341,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.792,low,False
TXT-011808,mood_checkin,STU-2026-0341,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.856,low,False
TXT-011809,mood_checkin,STU-2026-0342,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.988,low,False
TXT-011810,mood_checkin,STU-2026-0342,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.863,low,False
TXT-011811,mood_checkin,STU-2026-0342,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.929,low,False
TXT-011812,mood_checkin,STU-2026-0342,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.895,low,False
TXT-011813,mood_checkin,STU-2026-0342,Regular school day. Completed notes in English and started the math homework.,neutral,0.94,low,False
TXT-011814,mood_checkin,STU-2026-0342,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.866,low,False
TXT-011815,mood_checkin,STU-2026-0342,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.808,low,False
TXT-011816,mood_checkin,STU-2026-0342,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.957,low,False
TXT-011817,mood_checkin,STU-2026-0342,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.862,low,False
TXT-011818,mood_checkin,STU-2026-0342,Scored well on the math quiz! Hard work is finally paying off.,positive,0.91,low,False
TXT-011819,mood_checkin,STU-2026-0342,Regular school day. Completed notes in English and started the math homework.,neutral,0.878,low,False
TXT-011820,mood_checkin,STU-2026-0342,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.948,low,False
TXT-011821,mood_checkin,STU-2026-0342,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.9,low,False
TXT-011822,mood_checkin,STU-2026-0342,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.922,low,False
TXT-011823,mood_checkin,STU-2026-0342,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.867,low,False
TXT-011824,mood_checkin,STU-2026-0342,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.926,low,False
TXT-011825,mood_checkin,STU-2026-0342,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.826,low,False
TXT-011826,mood_checkin,STU-2026-0342,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.83,low,False
TXT-011827,mood_checkin,STU-2026-0342,Regular school day. Completed notes in English and started the math homework.,neutral,0.825,low,False
TXT-011828,mood_checkin,STU-2026-0342,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.869,low,False
TXT-011829,mood_checkin,STU-2026-0342,"Standard school day, revised chapter 4 during the study break.",neutral,0.838,low,False
TXT-011830,mood_checkin,STU-2026-0342,Scored well on the math quiz! Hard work is finally paying off.,positive,0.967,low,False
TXT-011831,mood_checkin,STU-2026-0342,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.822,low,False
TXT-011832,mood_checkin,STU-2026-0342,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.941,low,False
TXT-011833,mood_checkin,STU-2026-0342,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.822,low,False
TXT-011834,mood_checkin,STU-2026-0342,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.887,low,False
TXT-011835,mood_checkin,STU-2026-0343,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.865,medium,1
TXT-011836,mood_checkin,STU-2026-0343,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.918,medium,False
TXT-011837,mood_checkin,STU-2026-0343,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.866,medium,False
TXT-011838,mood_checkin,STU-2026-0343,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.918,medium,1
TXT-011839,mood_checkin,STU-2026-0343,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.847,medium,1
TXT-011840,mood_checkin,STU-2026-0343,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.895,high,True
TXT-011841,mood_checkin,STU-2026-0343,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.716,low,False
TXT-011842,mood_checkin,STU-2026-0343,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.782,low,False
TXT-011843,mood_checkin,STU-2026-0343,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.84,medium,1
TXT-011844,mood_checkin,STU-2026-0343,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.813,medium,1
TXT-011845,mood_checkin,STU-2026-0343,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.794,medium,False
TXT-011846,mood_checkin,STU-2026-0343,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.752,medium,1
TXT-011847,mood_checkin,STU-2026-0343,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.838,medium,False
TXT-011848,mood_checkin,STU-2026-0343,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.901,medium,1
TXT-011849,mood_checkin,STU-2026-0343,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.796,medium,False
TXT-011850,mood_checkin,STU-2026-0343,"I feel so exhausted mentally and physically, I just want to disappear for a while.",distress,0.818,medium,False
TXT-011851,mood_checkin,STU-2026-0343,They threatened to beat me up after school near the back gate if I tell the teacher.,aggression,0.838,high,True
TXT-011852,mood_checkin,STU-2026-0343,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.888,medium,False
TXT-011853,mood_checkin,STU-2026-0343,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.833,medium,False
TXT-011854,mood_checkin,STU-2026-0343,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.879,medium,False
TXT-011855,mood_checkin,STU-2026-0343,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.833,medium,False
TXT-011856,mood_checkin,STU-2026-0343,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.857,medium,False
TXT-011857,mood_checkin,STU-2026-0343,They made a class group chat without me and were making inside jokes about me today.,isolation,0.784,medium,1
TXT-011858,mood_checkin,STU-2026-0343,They made a class group chat without me and were making inside jokes about me today.,isolation,0.861,medium,1
TXT-011859,mood_checkin,STU-2026-0343,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.761,low,False
TXT-011860,mood_checkin,STU-2026-0343,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.761,medium,1
TXT-011861,mood_checkin,STU-2026-0343,Regular school day. Completed notes in English and started the math homework.,neutral,0.758,low,False
TXT-011862,mood_checkin,STU-2026-0343,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.765,medium,False
TXT-011863,mood_checkin,STU-2026-0343,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.98,high,True
TXT-011864,mood_checkin,STU-2026-0343,They keep hiding my school bag and mocking my accent during lunch break.,bullying_indicator,0.973,high,True
TXT-011865,mood_checkin,STU-2026-0343,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.887,medium,False
TXT-011866,mood_checkin,STU-2026-0343,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.752,medium,False
TXT-011867,mood_checkin,STU-2026-0343,I was shoved down near the bleachers during recess and threatened not to report it.,aggression,0.858,high,True
TXT-011868,mood_checkin,STU-2026-0343,Persistent teasing and name-calling by seniors during assembly lineup.,bullying_indicator,0.951,high,True
TXT-011869,mood_checkin,STU-2026-0343,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.791,medium,1
TXT-011870,mood_checkin,STU-2026-0343,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.786,medium,1
TXT-011871,mood_checkin,STU-2026-0343,They took photos of me without permission in class and were laughing about posting them.,bullying_indicator,0.852,high,True
TXT-011872,mood_checkin,STU-2026-0343,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.908,medium,False
TXT-011873,mood_checkin,STU-2026-0343,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.889,high,True
TXT-011874,mood_checkin,STU-2026-0343,I feel sick to my stomach every morning before entering the school gates.,anxiety,0.778,medium,False
TXT-011875,mood_checkin,STU-2026-0343,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.862,medium,1
TXT-011876,mood_checkin,STU-2026-0343,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.916,medium,1
TXT-011877,mood_checkin,STU-2026-0343,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.887,high,True
TXT-011878,mood_checkin,STU-2026-0343,They made a class group chat without me and were making inside jokes about me today.,isolation,0.829,medium,1
TXT-011879,mood_checkin,STU-2026-0343,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.848,medium,1
TXT-011880,mood_checkin,STU-2026-0343,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.775,medium,1
TXT-011881,mood_checkin,STU-2026-0343,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.861,medium,False
TXT-011882,mood_checkin,STU-2026-0343,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.831,medium,False
TXT-011883,mood_checkin,STU-2026-0343,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.897,medium,False
TXT-011884,mood_checkin,STU-2026-0343,"Standard school day, revised chapter 4 during the study break.",neutral,0.774,low,False
TXT-011885,mood_checkin,STU-2026-0343,They made a class group chat without me and were making inside jokes about me today.,isolation,0.894,medium,1
TXT-011886,mood_checkin,STU-2026-0343,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.871,medium,False
TXT-011887,mood_checkin,STU-2026-0343,"I feel so exhausted mentally and physically, I just want to disappear for a while.",distress,0.919,high,True
TXT-011888,mood_checkin,STU-2026-0343,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.808,medium,False
TXT-011889,mood_checkin,STU-2026-0343,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.947,high,True
TXT-011890,mood_checkin,STU-2026-0343,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.818,medium,False
TXT-011891,mood_checkin,STU-2026-0343,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.772,medium,False
TXT-011892,mood_checkin,STU-2026-0343,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.875,medium,False
TXT-011893,mood_checkin,STU-2026-0343,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.91,medium,False
TXT-011894,mood_checkin,STU-2026-0343,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.877,high,True
TXT-011895,mood_checkin,STU-2026-0343,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.855,medium,False
TXT-011896,mood_checkin,STU-2026-0343,They threatened to beat me up after school near the back gate if I tell the teacher.,aggression,0.867,high,True
TXT-011897,mood_checkin,STU-2026-0343,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.919,medium,1
TXT-011898,mood_checkin,STU-2026-0343,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.977,high,True
TXT-011899,mood_checkin,STU-2026-0343,I was shoved down near the bleachers during recess and threatened not to report it.,aggression,0.761,high,True
TXT-011900,mood_checkin,STU-2026-0343,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.851,medium,False
TXT-011901,mood_checkin,STU-2026-0343,"Every time I answer a question in English class, three students mock the way I speak.",bullying_indicator,0.888,high,True
TXT-011902,mood_checkin,STU-2026-0343,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.836,medium,False
TXT-011903,mood_checkin,STU-2026-0343,"Aggressive confrontation in the hallway, someone kicked my backpack into the trash.",aggression,0.771,high,True
TXT-011904,mood_checkin,STU-2026-0343,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.876,medium,False
TXT-011905,mood_checkin,STU-2026-0343,I was shoved down near the bleachers during recess and threatened not to report it.,aggression,0.822,high,True
TXT-011906,mood_checkin,STU-2026-0343,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.755,medium,1
TXT-011907,mood_checkin,STU-2026-0343,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.794,medium,False
TXT-011908,mood_checkin,STU-2026-0343,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.882,medium,False
TXT-011909,mood_checkin,STU-2026-0343,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.755,medium,False
TXT-011910,mood_checkin,STU-2026-0343,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.91,medium,False
TXT-011911,mood_checkin,STU-2026-0343,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.907,high,True
TXT-011912,mood_checkin,STU-2026-0343,"I feel so exhausted mentally and physically, I just want to disappear for a while.",distress,0.758,medium,False
TXT-011913,mood_checkin,STU-2026-0343,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.817,medium,1
TXT-011914,mood_checkin,STU-2026-0343,They stole my geometry box and threw it out of the third floor window.,bullying_indicator,0.903,high,True
TXT-011915,mood_checkin,STU-2026-0343,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.873,medium,1
TXT-011916,mood_checkin,STU-2026-0343,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.797,medium,False
TXT-011917,mood_checkin,STU-2026-0343,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.973,high,True
TXT-011918,mood_checkin,STU-2026-0343,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.86,medium,1
TXT-011919,mood_checkin,STU-2026-0343,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.919,high,True
TXT-011920,mood_checkin,STU-2026-0343,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.889,high,True
TXT-011921,mood_checkin,STU-2026-0343,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.974,high,True
TXT-011922,mood_checkin,STU-2026-0343,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.94,high,True
